HA_segID,RBS_23SLN,RBS_26SLN,ENZ_23SLN,ENZ_26SLN,SBS_23SLN,SBS_26SLN,multi_23,multi_26
DQ497719,-38.22260799,-29.28373444,-20.03633,-28.31546,-32.87878,-33.07182,765.8407871,829.1824112
EPI1624485,-38.22469399,-40.47999829,-35.71645,-29.78357,-38.83156,-39.00188,1365.250372,1205.638863
EPI2597244,-38.22670859,-41.57353661,-34.08119,-27.07779,-40.49544,-42.17642,1302.811719,1125.719494
EPI2603671,-38.22670859,-41.57353661,-34.07987,-26.99015,-40.50218,-42.16524,1302.761259,1122.075989
EPI2856103,-38.22670859,-41.57353661,-34.13433,-23.65919,-42.15858,-40.4911,1304.843086,983.5962016
EPI2856045,-38.22670859,-41.57353661,-34.13433,-23.65919,-42.15858,-40.4911,1304.843086,983.5962016
EPI2872917,-38.22670859,-41.57353661,-34.12726,-23.69097,-42.16856,-40.49779,1304.572823,984.9174086
EPI2613958,-38.22670859,-41.57353661,-33.91891,-23.52897,-42.05389,-40.38697,1296.608288,978.1824957
EPI1352861,-38.23499304,-41.12658808,-21.15561,-26.1069,-45.32581,-45.75891,808.8846011,1073.687722
EPI1366572,-38.23804214,-42.48720425,-20.67757,-25.86205,-45.37189,-45.72554,790.669793,1098.806201
EPI2585292,-38.24031391,-41.63444807,-34.22796,-27.14731,-36.38856,-37.32076,1308.887935,1130.263268
EPI2540306,-38.24031391,-41.63444807,-34.22796,-27.14731,-36.38856,-37.32076,1308.887935,1130.263268
EPI2794121,-38.24031391,-41.63444807,-34.22796,-27.14731,-36.38856,-37.32076,1308.887935,1130.263268
EPI2540297,-38.24031391,-41.63444807,-34.21922,-27.14653,-36.40579,-37.3371,1308.553715,1130.230794
EPI2764342,-38.24031391,-41.63444807,-34.00835,-26.88889,-36.37271,-37.26043,1300.48998,1119.504094
EPI2468380,-38.24031391,-41.63444807,-34.23189,-27.10202,-36.40243,-37.34207,1309.038219,1128.377644
EPI2730909,-38.24031391,-41.63444807,-34.24715,-27.16985,-36.39143,-37.35108,1309.621767,1131.201709
EPI2468396,-38.24031391,-41.63444807,-34.21683,-27.17018,-36.40354,-37.32379,1308.46232,1131.215448
EPI2530103,-38.24031391,-41.63444807,-34.25342,-23.75452,-37.35661,-36.41316,1309.861533,989.0063294
EPI2764350,-38.24031391,-41.63444807,-34.04145,-23.38539,-37.26034,-36.41424,1301.755734,973.6378056
EPI2760270,-38.24031391,-41.63444807,-34.19169,-27.02119,-35.22389,-36.1444,1307.500959,1125.012332
EPI1892861,-38.2410546,-41.4289903,-31.51152,-22.40123,-20.85303,-20.19422,1205.033757,928.0603404
EPI2894991,-38.24452828,-41.46210794,-34.09354,-27.08406,-40.48533,-42.16219,1303.891355,1122.962219
EPI2759139,-38.24452828,-41.46210794,-34.1387,-23.66688,-42.16004,-40.49243,1305.618478,981.2787332
EPI1055344,-38.24672582,-37.85003636,-35.80419,-29.91009,-38.92436,-39.07653,1369.393038,1132.097994
EPI1377772,-38.24717314,-41.16309471,-19.79824,-28.12441,-26.66439,-29.74719,757.2267131,1157.687752
EPI1377812,-38.24720721,-40.93522245,-20.91996,-28.74675,-32.79334,-32.94262,800.1300449,1176.754606
EPI1990624,-38.25043476,-41.58243999,-24.39381,-23.00241,-34.48454,-33.39948,933.073838,956.4963335
EPI1887789,-38.25043476,-41.58243999,-21.27112,-26.33341,-45.70566,-46.14049,813.6295878,1095.007441
EPI1377612,-38.25131049,-40.95965939,-20.03771,-28.44963,-32.84992,-32.97511,766.4686667,1165.287155
EPI1377668,-38.25131049,-40.95965939,-19.85914,-28.38304,-32.85258,-32.97825,759.6381302,1162.559651
EPI1377596,-38.25131049,-40.95965939,-19.85914,-28.38304,-32.85258,-32.97825,759.6381302,1162.559651
EPI1640408,-38.25131049,-40.95965939,-32.24031,-22.90275,-37.0467,-31.62339,1233.234108,938.0888391
EPI1377788,-38.25131049,-40.95965939,-31.29971,-22.12776,-37.18408,-31.9495,1197.254925,906.3455127
EPI1850647,-38.25206078,-40.63119397,-25.26691,-19.37247,-32.35854,-35.16165,966.511377,787.1265862
EPI2767582,-38.25537618,-41.64473246,-30.81604847,-21.62653021,-36.10630897,-32.20973587,1178.879527,900.6310646
EPI262546,-38.25538532,-40.50617708,-35.61109,-29.60319,-38.92906,-39.07885,1362.31597,1199.112056
EPI2758928,-38.25587426,-41.57631141,-34.12905,-23.69364,-42.16872,-40.49788,1305.636645,985.0941551
EPI1859663,-38.26283806,-41.70510635,-28.30806,-10.21858,-29.08122,-29.24227,1083.146716,426.1669656
EPI262515,-38.26729477,-40.4826557,-40.02893,-34.96676,-39.12762,-39.27641,1531.798864,1415.547306
EPI2412834,-38.26961762,-41.53476098,-34.52136,-24.03985,-42.76999,-41.10155,1321.119247,998.4894237
EPI1377796,-38.27011611,-40.87916944,-20.88518,-28.69328,-32.87869,-33.0111,799.2782636,1172.957455
EPI1556127,-38.27117371,-40.79964115,-31.58429,-22.61222,-37.29483,-32.05586,1208.767849,922.5704616
EPI1377700,-38.27483904,-41.03275713,-20.02973,-28.35893,-23.93035,-27.02004,766.6346918,1163.645087
EPI1021093,-38.27723002,-41.4889638,-28.239534,-8.582306,-28.936126,-29.141924,1080.931139,356.070983
EF541417,-38.27877496,-40.81533228,-20.03633,-28.31546,-32.87878,-33.07182,766.9661671,1155.704909
EPI2540376,-38.2828433,-39.79280142,-33.72721,-26.98872,-42.44513,-40.71989,1291.173495,1073.956776
EPI2885070,-38.2828433,-39.79280142,-33.329,-22.95041,-40.52933,-39.15333,1275.928884,913.2611076
EPI2605228,-38.28306202,-39.74836694,-36.11526,-30.1636,-37.90978,-37.79893,1382.602738,1198.953841
EPI1061383,-38.29140798,-38.521308,-21.31062,-26.10125,-45.18568,-45.56694,816.0136447,1005.45429
EPI1308292,-38.29633648,-41.57100032,-31.01251,-21.78684,-23.95855,-11.32881,1187.665518,905.7007326
EPI1330436,-38.29744803,-40.85411596,-31.14137,-22.08855,-37.15401,-31.9347,1192.634999,902.4081831
EPI1884462,-38.30099828,-40.61376802,-35.45093,-29.44866,-38.38646,-38.57042,1357.806009,1196.021046
EPI3039107,-38.30099828,-40.61376802,-31.1276,-22.00263,-39.27802,-33.76863,1192.218154,893.6097106
EPI1892674,-38.30551786,-41.59009935,-35.71747,-29.80902,-38.92434,-39.06917,1368.176185,1239.760103
EPI2960109,-38.30947542,-41.40330317,-31.77066,-35.82002,-31.8131,-38.09092,1217.117318,1483.067148
EPI1947349,-38.3138544,-40.52005036,-25.2476247,-19.30539374,-32.25223289,-35.0191765,967.3338167,782.2555266
EPI2608636,-38.31818816,-41.93078707,-34.17988,-26.74328,-36.37491,-37.36052,1309.711073,1121.366779
EPI2505100,-38.31818816,-41.93078707,-34.32616,-23.9332,-37.36792,-36.46719,1315.316258,1003.537913
EPI2745876,-38.31818816,-41.93078707,-34.72414,-24.71212,-37.37977,-36.43015,1330.56613,1036.198642
EPI2760716,-38.31818816,-41.93078707,-34.7359,-24.73455,-37.38118,-36.44945,1331.016752,1037.139149
EPI2161537,-38.31930255,-39.72684708,-34.30279,-23.89502,-42.58559,-40.88809,1314.458988,949.2738055
EPI1377833,-38.32501677,-43.28115066,-20.1736,-28.55026,-32.95691,-33.07639,773.1535583,1235.688104
EPI244110,-38.32648866,-40.61562378,-35.68368,-29.71417,-38.82877,-38.98038,1367.630157,1206.85955
CY098668,-38.32728653,-40.21478126,-20.33726,-28.73468,-32.76048,-33.72267,779.4719913,1155.558871
EPI280032,-38.32728653,-40.21478126,-31.66571,-22.56708,-38.50719,-33.43563,1213.66074,907.5301859
EPI2560151,-38.33379181,-41.94450626,-34.28143,-23.80692,-37.34903,-36.46642,1314.137201,998.569505
EPI2182119,-38.33531859,-41.90123056,-34.08921,-26.97027,-40.48403,-42.16075,1306.820726,1130.087502
EPI2794128,-38.33939704,-41.61889364,-34.22796,-27.14731,-36.38856,-37.32076,1312.279348,1129.841008
EPI262526,-38.34663837,-40.53461493,-35.83529,-29.89801,-38.93142,-39.07823,1374.162907,1211.904323
EPI262542,-38.34814583,-40.67955992,-35.77463,-29.90747,-38.92148,-39.0733,1371.890728,1216.622718
EPI262539,-38.34933503,-40.49809753,-35.69395,-29.63982,-38.79542,-38.96503,1368.839247,1200.356321
EPI2376355,-38.35000423,-40.54831312,-24.936,-19.03913,-31.83241,-34.65626,956.2957055,772.0046048
EPI1513946,-38.35274156,-40.57994382,-35.70964,-29.729,-38.93477,-39.09479,1369.562594,1206.40115
EPI1898275,-38.35274156,-40.57994382,-25.07411,-19.15471,-32.02136,-34.85359,961.6608607,777.2970557
EPI2585308,-38.35479014,-41.5573732,-34.22796,-27.14731,-36.38856,-37.32076,1312.806223,1128.170893
EPI2182063,-38.35693337,-41.75293294,-34.08921,-26.97027,-40.48403,-42.16075,1307.557557,1126.087875
EPI1802161,-38.36112973,-41.96700785,-28.206925,-8.516842,-28.934425,-29.13795,1082.049509,357.4263751
EPI1942394,-38.3615955,-40.57398847,-35.70533,-29.8042,-38.92198,-39.08255,1369.713427,1209.275267
EPI1010550,-38.36363335,-40.7111028,-24.79357,-18.91456,-32.1371,-34.94324,951.1714289,770.0325966
EPI1737049,-38.36625807,-41.66848968,-28.06988,-8.45052,-28.93559,-29.13979,1076.93626,352.1204054
EPI1185037,-38.36625807,-41.66848968,-28.206925,-8.516842,-28.934425,-29.13795,1082.194164,354.883943
EPI3182812,-38.37397656,-41.60450497,-30.79541,-21.57917,-29.50841,-25.91081,1181.742341,897.7906855
EPI3262059,-38.37397656,-41.60450497,-30.35101,-21.52024,-20.94325,-12.24921,1164.688946,895.338932
AB535131,-38.3761999,-40.64317159,-25.08676,-19.22246,-32.30428,-35.06596,962.7345166,781.2617402
EPI1681724,-38.37626512,-41.6475641,-28.532244,-8.833456,-28.299438,-28.935996,1094.96096,367.891925
EPI1681906,-38.37626512,-41.6475641,-28.535713,-8.833141,-28.303136,-28.963388,1095.094087,367.878806
EPI1090099,-38.37738834,-39.83503883,-31.2911,-22.18216,-27.52778,-25.09699,1200.870696,883.6272049
EPI229679,-38.38721871,-40.59463109,-31.11982,-21.99935,-39.14995,-33.61597,1194.603337,893.0554975
EPI262537,-38.38908909,-40.57941826,-35.84791,-29.93267,-38.93699,-39.09575,1376.168611,1214.650336
EPI262527,-38.38908909,-40.57941826,-35.74935,-29.88789,-38.91863,-39.07569,1372.384982,1212.833189
EPI1639815,-38.39331608,-41.63498196,-31.75944,-22.68438,-22.84997,-20.13574,1219.350218,944.4637521
EPI280025,-38.39362289,-40.07798141,-31.14021,-22.04211,-37.39043,-32.12157,1195.585479,883.4032748
EPI2506474,-38.40114874,-41.79560803,-34.24469,-23.70349,-38.92848,-35.22583,1315.035434,990.701777
EPI317301,-38.40275931,-40.57207523,-31.21343,-22.02788,-37.17624,-31.90086,1198.68184,893.7168045
EPI2162513,-38.40512665,-40.97940804,-31.4305,-22.33206,-37.27077,-31.962,1207.092333,915.1545991
CY088769,-38.40909744,-40.68547184,-20.13229,-28.19138,-32.73518,-32.9369,773.2630883,1146.979597
EPI2618259,-38.40960985,-40.60833645,-35.86697,-29.86414,-38.97498,-39.10063,1377.636324,1212.733045
EPI2718820,-38.41102726,-41.74655796,-34.76195,-27.7879,-36.39873,-37.37158,1335.242209,1160.049178
EPI2913205,-38.41478547,-41.55793739,-34.12905,-23.69364,-42.16872,-40.49788,1311.060134,984.6588077
EPI2208903,-38.41494423,-41.67290329,-34.21176,-23.81726,-42.37836,-40.738,1314.242852,992.5343726
EPI2872949,-38.41631053,-41.54648966,-30.40907,-21.99268,-25.78259,-27.10824,1168.204276,913.7186522
EPI2872933,-38.41653714,-41.59111867,-34.12905,-23.69364,-42.16872,-40.49788,1311.119917,985.444993
EPI221699,-38.41944185,-40.74254921,-35.40807,-29.28577,-38.87636,-39.01231,1360.358286,1193.176925
EPI2807962,-38.4196426,-41.5728848,-30.81112,-21.59549,-22.92549,-19.40914,1183.752219,897.786818
EPI2641479,-38.42772457,-41.80886584,-34.25096,-23.74326,-37.29391,-36.42858,1316.186457,992.6787719
EPI1331417,-38.43422961,-39.80550067,-24.54477,-19.62194,-37.11353,-31.71816,943.3593259,781.0611458
EPI2585283,-38.44256214,-41.76726475,-34.23966,-23.66155,-37.37367,-36.38651,1316.260257,988.2782232
EPI2220000,-38.44356386,-41.99590597,-34.35164,-23.98231,-42.59589,-40.90396,1320.599466,1007.158836
EPI1205176,-38.44528645,-39.74970657,-20.66717,-25.83102,-45.30902,-45.66646,794.5552708,1026.775465
EPI2197841,-38.4492948,-40.6374357,-25.25116787,-19.50521652,-34.82561973,-32.38202787,970.8895975,792.6419821
EPI1574305,-38.45219907,-41.84513119,-26.41356,-22.8621,-37.33047,-35.08763,1015.659467,956.6675738
EPI1557039,-38.46640506,-41.69781686,-31.41452,-22.2664,-29.8505,-26.28755,1208.403651,928.4602693
EPI2837104,-38.46741892,-41.88036401,-34.22193,-27.14337,-36.39845,-38.30213,1316.429318,1136.774216
EPI2917759,-38.46741892,-41.88036401,-34.22323,-23.77163,-38.26221,-36.41585,1316.479325,995.5645175
EPI1556084,-38.47781562,-41.11358529,-31.80913,-22.6884,-37.41105,-32.07531,1223.945839,932.8014685
EPI2782817,-38.48787508,-40.68883143,-35.72906,-29.77411,-38.81762,-38.96182,1375.135598,1211.473743
AY651335,-38.49152843,-40.87792743,-20.03633,-28.31546,-32.87878,-33.07182,771.2289658,1157.477319
EPI1513850,-38.49388167,-40.68742115,-25.33409,-19.43375,-32.33684,-35.11946,975.2074627,790.7091708
CY098603,-38.49757109,-40.49859637,-20.33803,-28.50669,-32.83716,-33.05581,782.9647558,1154.480932
DQ643809,-38.49757109,-40.49859637,-20.61703,-28.80376,-33.00236,-33.23989,793.7055781,1166.51185
EPI174648,-38.49757109,-40.49859637,-31.41718,-22.3108,-38.50792,-33.43606,1209.48512,903.5560839
EPI164224,-38.49757109,-40.49859637,-31.12184,-22.02691,-37.34222,-32.03761,1198.115248,892.0589374
EPI279949,-38.49757109,-40.49859637,-31.224,-22.18423,-37.45236,-32.05743,1202.04816,898.4301765
AF102675,-38.49866984,-40.73225135,-20.04115,-28.38529,-32.53506,-32.6483,771.5576171,1156.196767
CY098716,-38.50221842,-40.42451973,-20.37594,-28.54667,-32.9151,-33.11889,784.5188924,1153.985425
EPI1158808,-38.51650617,-41.92163813,-31.34676,-22.24105,-20.75215,-17.87873,1207.367675,932.3812497
EPI1308587,-38.51678491,-41.76606572,-31.46039023,-22.2891213,-42.24224442,-31.96538087,1211.753084,930.9289051
EPI1065937,-38.52010232,-41.78234424,-35.86469,-29.99066,-38.57612,-38.73639,1381.511528,1253.08008
EF587277,-38.52435774,-40.50178368,-20.58564,-28.69999,-32.99689,-33.19899,793.0485597,1162.400787
EPI1435662,-38.53189957,-40.96400175,-31.66912,-22.54691,-37.26251,-31.9897,1220.271351,923.6116607
EPI1485958,-38.53235111,-40.15528629,-20.62713,-25.76142,-45.30775,-45.66511,794.8118156,1034.457195
EPI284480,-38.54003117,-40.63591274,-30.95737,-21.80009,-38.3528,-33.28092,1193.098005,885.866555
CY098641,-38.54058775,-40.50278416,-20.81096,-28.93518,-33.21554,-33.38691,802.06663,1171.95535
EPI116517,-38.54661827,-40.85517545,-32.35596,-23.08468,-37.32806,-32.02654,1247.212839,943.1286516
EPI170739,-38.56080285,-40.5341606,-31.39183,-22.26893,-37.59428,-32.25684,1210.494168,902.652385
EPI2782815,-38.56820629,-40.80292615,-25.38597,-19.45841,-32.36489,-35.16904,979.0913278,793.9600662
EPI1091684,-38.57067232,-39.90991946,-20.71707,-25.7369,-45.2328,-45.60285,799.0713184,1027.157606
EPI1640673,-38.5877274,-41.34305312,-31.29746,-22.15442,-29.77696,-26.0556,1207.697855,915.9313629
EPI1821252,-38.58966926,-38.17707294,-20.7845,-25.92625,-45.57674,-45.92654,802.0669807,989.7883373
AF102673,-38.59105857,-40.79554276,-20.36148,-29.66011,-32.65156,-32.7715,785.7710673,1210.000286
AF102676,-38.59105857,-40.79554276,-20.13054,-28.44797,-32.54367,-32.65911,776.8588482,1160.550377
AF102672,-38.59105857,-40.79554276,-20.05823,-28.38654,-32.53757,-32.6524,774.0683287,1158.044306
AF036356,-38.59105857,-40.79554276,-20.24832,-28.36227,-32.53593,-32.6501,781.4041031,1157.054199
AF102678,-38.59309991,-40.7928587,-18.91981,-26.00006,-32.13852,-31.9999,730.1741176,1060.616774
AF102679,-38.59309991,-40.7928587,-20.35539,-28.4963,-32.71021,-32.82281,785.5776,1162.445539
AF102677,-38.59309991,-40.7928587,-20.24832,-28.36227,-32.53593,-32.6501,781.4454368,1156.978073
EPI1377572,-38.59431696,-41.50548763,-19.96539,-28.47698,-32.85246,-32.99288,770.5505899,1181.950941
AF102680,-38.59813908,-40.83196006,-20.23667,-28.36152,-32.53548,-32.65073,781.0978032,1158.056452
CY098709,-38.60854005,-40.40970768,-20.70116,-28.82584,-33.09528,-33.29167,799.2415649,1164.843768
EF541408,-38.62890528,-41.31301592,-20.11303,-28.5348,-32.88404,-33.05207,776.9443308,1178.858647
CY098695,-38.62912172,-40.59362979,-20.05676,-28.42976,-32.69401,-33.65463,774.7750233,1154.067152
EPI160532,-38.6317024,-40.56982446,-27.76857,-23.12346,-38.39452,-33.218,1072.747132,938.1147131
CY098751,-38.63170535,-40.49713379,-20.46236,-28.56218,-32.91067,-33.16694,790.4958623,1156.686425
CY098737,-38.63239904,-40.69742961,-20.46236,-28.56218,-32.91067,-33.16694,790.5100568,1162.40731
CY194189,-38.63241051,-41.11438714,-35.79379,-29.95724,-38.95352,-39.0827,1382.800389,1231.673563
EPI314926,-38.64241988,-40.81497057,-31.51957,-22.36868,-37.37405,-32.04086,1217.992458,912.9770159
EPI2310444,-38.64919244,-42.14264118,-34.06858,-23.77589,-42.18622,-40.45356,1316.723105,1001.978801
EPI2287052,-38.6492298,-39.93240071,-24.38172,-22.93915,-34.44042,-33.34755,942.3346992,916.0153297
EPI2781611,-38.6492298,-39.93240071,-20.97218,-26.11669,-45.59118,-46.03208,810.5586042,1042.90213
EPI284482,-38.659284,-40.51854025,-31.61506,-22.52665,-38.62968,-33.45039,1222.215583,912.7469747
EPI270236,-38.659284,-40.51854025,-31.39372,-22.28505,-38.48839,-33.42109,1213.658737,902.9576954
DQ360835,-38.66411907,-41.34672848,-20.56544,-28.33691,-32.74394,-33.45696,795.1446209,1171.638524
EPI1947303,-38.66713752,-40.889126,-31.50867,-22.37269,-39.39238,-33.87197,1218.350076,914.7997404
EPI2614182,-38.66950374,-42.1379191,-34.87279,-28.10434,-42.57855,-40.77845,1348.513483,1184.258405
EPI1079019,-38.67096077,-40.81491841,-32.90409,-37.09567,-15.7729,-20.80609,1272.432774,1514.056744
DQ497726,-38.67640188,-41.30264413,-20.34921,-28.65829,-32.86909,-33.06363,787.0342239,1183.663153
CY098681,-38.68233454,-40.62038375,-20.01283,-28.41419,-32.89685,-33.07058,774.1429852,1154.195302
EF456798,-38.69672492,-40.60504254,-20.03633,-28.31546,-32.87878,-33.07182,775.3403504,1149.750458
EPI174651,-38.71348799,-40.54659175,-31.3884,-22.18115,-37.88395,-32.41664,1215.154446,899.3700336
EPI284478,-38.71412471,-41.97645818,-31.05742238,-14.39596423,-36.95315754,-31.68750937,1202.360923,604.2915905
EPI1060731,-38.71413955,-39.26219005,-20.65344,-25.79275,-45.31413,-45.67306,799.5801583,1012.679852
EPI1161310,-38.7150536,-42.62541307,-20.38086,-24.9769,-45.3079,-45.68881,789.0460873,1064.65068
DQ432037,-38.72090407,-40.99715661,-20.76945,-28.86446,-33.18027,-33.33718,804.211881,1183.360787
DQ432045,-38.72090407,-40.99715661,-20.74511,-28.76881,-33.17373,-33.28494,803.2694142,1179.439409
AY747617,-38.72090407,-40.99715661,-20.88093,-28.95439,-33.18274,-33.34757,808.5284874,1187.047661
EPI1377764,-38.72274161,-41.34529768,-28.70435,-19.94758,-37.30307,-32.12591,1111.511128,824.7386331
EPI2244210,-38.73277227,-41.95915278,-34.47369,-27.72694,-42.60976,-40.93504,1335.261584,1163.398912
EPI1055332,-38.73540672,-40.01737744,-36.12992,-30.1608,-38.77509,-38.88993,1399.507146,1206.956117
EPI275670,-38.73679325,-40.93762783,-20.02711,-28.40208,-32.88203,-33.07326,775.7860195,1162.713781
EPI2513064,-38.7439799,-41.93021058,-34.10029,-23.59399,-42.14642,-40.478,1321.18095,989.3009691
AB239125,-38.74441318,-40.85166126,-20.23515,-28.42997,-32.88108,-33.0742,783.9990124,1161.411504
DQ371928,-38.75239987,-40.56192185,-20.66685,-28.80672,-33.02548,-33.25547,800.8900353,1168.455925
CY014543,-38.75271343,-41.12526511,-22.78028,-29.71306,-32.89272,-33.05118,882.7976627,1221.95747
EPI1640957,-38.76142612,-41.22453859,-31.2602,-22.14628,-25.27315,-17.57993,1211.689933,912.9701745
DQ997076,-38.76194836,-40.87578828,-20.53152,-28.81289,-33.00806,-33.21402,795.841718,1177.749591
EPI244098,-38.77163398,-41.0891902,-20.23515,-28.42997,-32.88108,-33.0742,784.5498293,1168.164445
EPI2263810,-38.78574338,-42.24304418,-34.52977,-23.97243,-42.76431,-40.91673,1339.262798,1012.66842
EPI171540,-38.78637417,-40.93622421,-32.33684,-23.11712,-37.81232,-32.60874,1254.228776,946.3276074
EPI1009310,-38.79313819,-41.31728314,-31.27894,-22.17562,-19.54961,-15.90737,1213.408242,916.2363703
AY651336,-38.79323167,-40.90571454,-20.47417,-28.2671,-32.76521,-33.50783,794.2592201,1156.285923
AY627885,-38.79323167,-40.90571454,-20.10441,-28.41535,-32.88422,-33.04828,779.9150347,1162.350196
AY626143,-38.79323167,-40.90571454,-20.03633,-28.31546,-32.87878,-33.07182,777.2739915,1158.264124
AY577314,-38.79323167,-40.90571454,-20.02711,-28.40208,-32.88203,-33.07326,776.9163179,1161.807377
AY651334,-38.79323167,-40.90571454,-20.41888,-28.68042,-32.99649,-33.18517,792.1143423,1173.193073
AY555150,-38.79384157,-41.01777437,-20.03633,-28.31546,-32.87878,-33.07182,777.2862117,1161.437149
EPI1009391,-38.79857864,-41.53242802,-31.27746,-22.12068,-29.91598,-26.22606,1213.520991,918.7255499
EPI1990424,-38.80365805,-42.20145739,-34.26021,-23.92514,-42.60635,-40.93095,1329.421474,1009.675776
EPI1647334,-38.81013853,-41.2970352,-31.255,-22.06193,-29.61096,-26.14641,1213.01088,911.0922998
EPI1640901,-38.81545611,-41.47544579,-31.27464,-22.15366,-28.8358,-26.13345,1213.939416,918.8329244
DQ372591,-38.82658145,-41.2374478,-20.56544,-28.33691,-32.74394,-33.45696,798.4857312,1168.541847
DQ497724,-38.84144177,-41.00440102,-20.1022,-28.41767,-32.86062,-33.04761,780.7984307,1165.249537
EF456795,-38.84144177,-41.00440102,-20.12427,-28.43888,-32.88143,-33.07273,781.6556614,1166.11924
EPI2235609,-38.84326328,-39.7538681,-34.08921,-26.97027,-40.48403,-42.16075,1324.136159,1072.172556
EPI284591,-38.88410478,-40.82122052,-20.14318,-28.44165,-32.7247,-33.66916,783.2495217,1161.022867
AF084279,-38.88424906,-40.6144602,1.500494,-26.175026,-32.973229,-33.091843,-58.34558241,1063.084552
EPI2394816,-38.89290072,-42.49352727,-20.78011,-25.73213,-45.30915,-45.74464,808.1987552,1093.448968
EPI1324887,-38.89489259,-41.28227652,-36.14078,-30.09875,-39.12682,-39.29092,1405.691756,1242.54492
EPI1777881,-38.90251634,-42.11914263,-32.44914,-23.2759,-37.29121,-31.99689,1262.353199,980.3609519
EPI1377660,-38.90749895,-41.61387916,-32.30446,-23.00582,-33.73607,-28.11868,1256.885744,957.3614135
EPI2600070,-38.92337444,-40.83737545,-21.09149,-26.18083,-45.56204,-46.00471,820.9519628,1069.156384
EPI1821090,-38.92752935,-37.8227967,-20.80728,-25.89327,-45.32366,-45.75681,809.9760029,979.3558871
EPI1641133,-38.93340238,-42.42047639,-31.20816,-22.07879,-24.02986,-17.88545,1215.039851,936.5927899
AF084280,-38.99420027,-40.83946174,-20.33571,-28.53363,-32.43129,-32.32562,792.9747484,1165.298091
EPI119150,-39.13208104,-40.89199403,-31.43983,-22.31317,-37.38311,-32.03654,1230.305975,912.4300144
EPI3158602,-39.1923635,-41.58945239,-34.57634,-24.09466,-12.77977,-11.32853,1355.128486,1002.083715
EPI1918708,-39.32455294,-41.91333266,-24.16656,-22.79365,-34.27493,-33.19848,950.3391681,955.357835
DQ997392,-39.52010781,-42.88411926,-20.7984,-28.92272,-33.20132,-33.42887,821.9550103,1240.325374
EPI2264147,-39.52510192,-43.66614442,-34.60694,-28.51764,-37.35972,-30.42062,1367.842831,1245.255387
DQ835313,-39.53457973,-42.51143841,-20.20783,-28.53079,-33.01896,-33.33528,798.9080663,1212.884922
AB462295,-39.53685665,-42.62864196,-20.30516,-28.65756,-33.29278,-33.62219,802.8022002,1221.632865
EPI1200558,-39.59848177,-41.53135919,-21.14753,-26.12296,-39.98939,-40.41046,837.4100812,1084.922035
EPI1990647,-39.60004701,-43.86688918,-24.19371,-22.8435,-34.30085,-33.22827,958.0720533,1002.073283
EPI2129895,-39.65847532,-43.58089888,-34.28143,-23.80692,-37.34903,-36.46642,1359.549246,1037.526973
EPI2676672,-39.74588397,-43.22311926,-20.93591,-26.09073,-45.10405,-45.38821,832.1162497,1127.722734
EPI284449,-39.75427886,-43.26889915,-31.56658,-22.38671,-37.34384,-32.02688,1254.906624,968.6482973
EPI317081,-39.79128436,-42.69082789,-20.03633,-28.31546,-32.87878,-33.07182,797.2713046,1208.810429
DQ497727,-39.84052332,-43.24795269,-20.37462,-28.2655,-32.74771,-33.46444,811.7355232,1222.425007
EPI2900060,-39.97969218,-43.78411825,-34.11383,-23.66942,-28.8016,-33.23461,1363.860422,1036.344684
EPI1719030,-40.18934167,-39.27109541,-21.00524,-26.08466,-45.44647,-45.81239,844.1867672,1024.373172
EPI1718950,-40.18934167,-39.27109541,-21.00524,-26.08466,-45.44647,-45.81239,844.1867672,1024.373172
EPI1429229,-40.20363692,-39.83293207,-21.01797,-26.15772,-45.44554,-45.81129,844.9988347,1041.938684
EPI222873,-40.25130315,-42.98411616,-31.01977191,-21.96169378,-37.29762503,-32.10050605,1248.586243,944.0039965
EPI1145338,-40.98733819,-42.59120803,-21.14753,-26.12296,-39.98939,-40.41046,866.780964,1112.608424
